customer_id,terminal_id,transaction_date,amount
C043149512,3000354468,2/2/2025,432725
C043149513,3000354523,2/13/2025,660416
C043149498,3000354561,3/28/2025,3142119
C043149520,3000354822,1/26/2025,1263615
C043149515,3000354932,2/21/2025,2866667
C043149522,3000355214,2/23/2025,1977638
C043149516,3000355238,1/28/2025,94112
C043149517,3000355300,3/10/2025,385457
C043149521,3000355410,2/27/2025,824854
C043149523,3000355551,2/14/2025,4886860
C043149524,3000355685,3/26/2025,888762
C043149525,3000355726,2/9/2025,2174615
C043149526,3000355740,2/2/2025,2887095
C043149519,3000355939,2/5/2025,108662
C043149527,3000356060,1/23/2025,905049
C043149528,3000356187,1/27/2025,809705
C043149540,3000356338,3/2/2025,4363215
C043149530,3000356479,1/13/2025,3298040
C043149541,3000356527,1/17/2025,97813
C043149531,3000356905,2/1/2025,3914364
C043149543,3000356943,1/17/2025,1791676
C043149533,3000357139,1/3/2025,3847765
C043149532,3000357263,2/13/2025,4626647
C043149534,3000357610,1/25/2025,2263334
C043149545,3000358318,1/26/2025,4028209
C043149547,3000358741,3/16/2025,2334146
C043149546,3000358806,2/18/2025,2860312
C043149548,3000358875,2/2/2025,4882529
C043149549,3000358916,1/5/2025,3233133
C043149536,3000359061,1/6/2025,576812
C043149550,3000359308,3/4/2025,3182795
C043149551,3000359346,3/23/2025,4446274
C043149552,3000359494,2/22/2025,4656512
C043149537,3000359542,2/14/2025,93844
C043149538,3000359621,1/16/2025,233897
C043149539,3000359700,1/29/2025,1283124
C043149554,3000359982,2/20/2025,3592176
C043149556,3000360089,2/12/2025,1801357
C043149560,3000360106,3/5/2025,1831855
C043149553,3000360182,1/9/2025,3068072
C043149555,3000360230,3/19/2025,2014440
C043149557,3000360319,2/16/2025,3988032
C043149561,3000360443,1/29/2025,2687030
C043149559,3000360481,3/12/2025,4997713
C043149558,3000360601,1/9/2025,1489901
C043149580,3000360663,2/27/2025,3168829
C043149581,3000360694,1/19/2025,2307044
C043149562,3000360742,1/19/2025,3716036
C043149563,3000361055,2/8/2025,1316810
C043149582,3000361134,1/13/2025,1648949
C043149583,3000361433,2/20/2025,1621115
C043149564,3000361660,2/15/2025,1240401
C043149565,3000361763,1/9/2025,2107237
C043149566,3000361842,3/13/2025,2064638
C043149568,3000361945,2/10/2025,1974818
C043149569,3000362069,1/30/2025,4675009
C043149570,3000362382,3/26/2025,366704
C043149584,3000362492,3/17/2025,1131268
C043149571,3000362708,2/10/2025,524596
C043149572,3000362904,3/30/2025,3660945
C043149573,3000363406,1/10/2025,1957217
C043149574,3000363578,1/9/2025,1648922
C043149575,3000363633,2/2/2025,60465
C043149576,3000363729,2/15/2025,1335816
C043149585,3000363918,1/10/2025,923575
C043149577,3000363932,3/9/2025,1037922
C043149586,3000364159,3/25/2025,4225738
C043149587,3000364197,3/19/2025,1458235
C043149578,3000364269,1/9/2025,388240
C043149579,3000364283,3/22/2025,1887133
C043149588,3000364324,3/19/2025,2398891
C043149601,3000364654,2/14/2025,31663
C043149590,3000364685,3/13/2025,2231350
C043149600,3000364805,2/24/2025,1266203
C043149589,3000364836,1/20/2025,4564863
C043149602,3000364915,2/23/2025,3329212
C043149603,3000365008,1/7/2025,4450819
C043149591,3000365039,1/12/2025,3963284
C043149592,3000365118,1/9/2025,3631883
C043149604,3000365321,1/1/2025,1369720
C043149593,3000365448,2/9/2025,1698311
C043149594,3000365503,3/17/2025,580153
C043149605,3000365565,3/8/2025,468484
C043149606,3000365716,1/1/2025,2618697
C043149595,3000365730,2/22/2025,2587062
C043149596,3000365895,3/6/2025,4011335
C043149607,3000366012,3/15/2025,3462890
C043149608,3000366074,3/2/2025,4120184
C043149599,3000366139,3/2/2025,268900
C043149597,3000366153,1/11/2025,1974396
C043149598,3000366225,2/7/2025,4287273
C043149620,3000366469,1/16/2025,1984852
C043149609,3000366593,1/31/2025,226831
C043149621,3000366737,2/25/2025,4116581
C043149611,3000368274,2/11/2025,2579076
C043149622,3000368298,1/13/2025,320953
C043149612,3000368432,1/9/2025,39183
C043149613,3000368494,1/4/2025,457718
C043149623,3000368638,3/20/2025,2065971
C043149614,3000368690,3/10/2025,527178
C043149624,3000368944,2/26/2025,327711
C043149625,3000369075,3/25/2025,4940273
C043149626,3000369099,1/20/2025,4266559
C043149628,3000369147,3/13/2025,77266
C043149616,3000369374,2/21/2025,3311868
C043149617,3000369501,1/13/2025,4221511
C043149615,3000369563,1/9/2025,4050757
C043149629,3000369965,3/14/2025,3054944
C043149631,3000370189,3/13/2025,1335986
C043149633,3000370323,1/12/2025,4119024
C043149632,3000370361,1/21/2025,4881940
C043149618,3000370471,3/12/2025,2804410
C043149619,3000370512,2/2/2025,2035370
C043149634,3000370880,2/27/2025,475282
C043149635,3000370921,3/2/2025,651364
C043149636,3000371052,3/21/2025,1114405
C043149637,3000371076,3/23/2025,4493594
C043149640,3000371313,2/12/2025,3122078
C043149638,3000371485,3/2/2025,3438723
C043149639,3000371540,3/30/2025,4446504
C043149641,3000371746,2/23/2025,2020831
C043149660,3000371870,2/19/2025,4655211
C043149643,3000371935,2/17/2025,3853826
C043149642,3000371973,1/21/2025,3786386
C043149661,3000372107,3/25/2025,3092403
C043149662,3000372183,3/30/2025,3108796
C043149663,3000372200,1/7/2025,3946623
C043149665,3000372530,2/5/2025,3807090
C043149667,3000372640,1/5/2025,2426660
C043149668,3000372994,2/27/2025,4214541
C043149669,3000373128,2/20/2025,4875440
C043149670,3000373496,3/22/2025,697567
C043149644,3000373551,3/25/2025,2326983
C043149671,3000373616,1/5/2025,2719786
C043149672,3000373692,2/19/2025,4928153
C043149674,3000373881,2/16/2025,3241661
C043149646,3000374084,2/10/2025,1903967
C043149647,3000374101,3/16/2025,4837293
C043149675,3000374345,2/14/2025,2799875
C043149648,3000374637,1/31/2025,1030575
C043149676,3000374785,3/19/2025,806337
C043149627,3000374792,3/28/2025,728282
C043149677,3000374857,3/20/2025,385902
C043149678,3000375218,3/26/2025,4479549
C043149680,3000375270,2/28/2025,1653811
C043149681,3000375304,3/3/2025,4768267
C043149679,3000375414,1/23/2025,2545682
C043149682,3000375603,1/7/2025,2325022
C043149683,3000375706,1/15/2025,1611091
C043149684,3000375940,2/3/2025,1066441
C043149685,3000376071,3/5/2025,3147784
C043149649,3000376136,2/22/2025,3490109
C043149651,3000376301,1/30/2025,3789392
C043149650,3000376325,3/1/2025,2835088
C043149686,3000376507,3/20/2025,3001193
C043149687,3000378659,3/12/2025,4235936
C043149688,3000378714,3/10/2025,1620242
C043149689,3000379041,3/10/2025,1035179
C043149652,3000379120,3/19/2025,554104
C043149690,3000379326,3/5/2025,3451089
C043149653,3000379436,3/16/2025,2877976
C043149692,3000379618,3/27/2025,3416420
C043149694,3000379711,2/26/2025,159248
C043149691,3000379807,1/4/2025,2881202
C043149693,3000379883,3/9/2025,2599515
C043149654,3000380076,1/22/2025,4129551
C043149655,3000380131,3/18/2025,3529628
C043149695,3000380320,3/23/2025,3105639
C043149656,3000380409,3/24/2025,64430
C043149696,3000380502,2/18/2025,1732219
C043149657,3000380739,3/10/2025,4511244
C043149659,3000380935,1/17/2025,2443217
C043149697,3000381286,1/25/2025,4370127
C043149700,3000381475,2/22/2025,4812232
C043149698,3000381499,3/10/2025,4471281
C043149699,3000381619,2/3/2025,1668618
C043149702,3000381853,1/24/2025,2431769
C043149703,3000382001,1/14/2025,974837
C043149704,3000382063,2/15/2025,3383941
C043149705,3000382197,3/20/2025,3518637
C043149721,3000382214,1/9/2025,2543131
C043149722,3000382238,1/22/2025,3893957
C043149723,3000382290,1/28/2025,971294
C043149720,3000382355,2/27/2025,3073913
C043149706,3000382544,3/1/2025,474351
C043149725,3000382609,2/12/2025,3088059
C043149707,3000382915,2/8/2025,2185544
C043149726,3000383022,1/25/2025,692307
C043149708,3000383527,3/23/2025,1672228
C043149709,3000383761,2/16/2025,2929582
C043149727,3000383864,2/9/2025,3015923
C043149711,3000384823,1/25/2025,672394
C043149710,3000384988,1/14/2025,1081051
C043149712,3000385332,1/1/2025,2340146
C043149728,3000385473,2/19/2025,3770682
C043149729,3000385600,3/16/2025,1885767
C043149731,3000385741,1/14/2025,3264513
C043149732,3000386016,2/25/2025,890337
C043149733,3000386030,2/17/2025,4907404
C043149714,3000386140,1/4/2025,4801989
C043149734,3000386281,2/17/2025,4928441
C043149715,3000386542,3/28/2025,1623030
C043149716,3000387501,3/24/2025,490908
C043149736,3000387697,1/3/2025,2028161
C043149735,3000387776,1/12/2025,2384351
C043149718,3000388182,1/3/2025,860407
C043149738,3000388340,3/20/2025,2348758
C043149719,3000388962,1/14/2025,620945
C043149741,3000389141,3/16/2025,2285797
C043149740,3000389251,2/11/2025,2706229
C043149742,3000390200,3/23/2025,2530199
C043149743,3000390334,3/6/2025,2979547
C043149739,3000393036,3/30/2025,4148804
C043149744,3000393067,2/28/2025,2117670
C043149760,3000393469,1/13/2025,4238478
C043149745,3000393524,1/29/2025,1303877
C043149746,3000394143,2/14/2025,2604087
C043149747,3000394277,2/18/2025,95762
C043149761,3000394514,3/6/2025,3955691
C043149764,3000394727,3/23/2025,3270541
C043149748,3000394985,1/13/2025,1016148
C043149749,3000395047,3/10/2025,2032535
C043149750,3000395621,3/7/2025,2554078
C043149751,3000395669,2/16/2025,370667
C043149766,3000395786,2/18/2025,1701343
C043149767,3000395834,2/7/2025,2864761
C043149752,3000395920,3/30/2025,1671540
C043149768,3000396264,2/6/2025,4099196
C043149769,3000396329,2/27/2025,320193
C043149770,3000396673,3/11/2025,663796
C043149755,3000396886,3/2/2025,4712405
C043149756,3000396941,3/8/2025,1973542
C043149771,3000397034,3/17/2025,3037803
C043149772,3000397065,1/12/2025,2268435
C043149758,3000397106,1/24/2025,2101658
C043149762,3000397199,1/27/2025,112331
C043149773,3000397302,2/15/2025,2272300
C043149774,3000397412,2/2/2025,2312448
C043149782,3000397539,1/29/2025,4797467
C043149759,3000397601,2/1/2025,4474505
C043149775,3000397704,3/6/2025,4862261
C043149801,3000397869,1/15/2025,1282741
C043149802,3000398062,1/30/2025,2195343
C043149803,3000398093,1/25/2025,3049035
C043149804,3000398316,3/11/2025,2626583
C043149784,3000398464,3/9/2025,4245375
C043149785,3000399021,3/18/2025,3282430
C043149805,3000399272,2/23/2025,948471
C043149806,3000399447,2/14/2025,1967037
C043149808,3000399856,3/8/2025,263558
C043149786,3000399911,1/29/2025,3532574
C043149807,3000399997,2/10/2025,10338
C043149787,3000400372,2/22/2025,68138
C043149809,3000400499,1/13/2025,4557221
C043149810,3000400578,3/19/2025,4733328
C043149788,3000400839,2/3/2025,1336956
C043149789,3000400853,2/16/2025,1195011
C043149812,3000400891,3/18/2025,1527379
C043149790,3000401025,1/4/2025,1078550
C043149763,3000401159,2/5/2025,4884830
C043149813,3000401221,2/2/2025,2420889
C043149814,3000401252,3/22/2025,4909574
C043149815,3000401537,2/7/2025,3913275
C043149791,3000401582,2/21/2025,4638137
C043149816,3000401661,1/7/2025,4849698
C043149792,3000401726,2/23/2025,625071
C043149818,3000401915,2/24/2025,1410446
C043149819,3000402235,1/18/2025,1452682
C043149820,3000402929,1/25/2025,1733168
C043149793,3000403191,3/20/2025,4184448
C043149822,3000403531,1/16/2025,3172592
C043149795,3000403665,3/7/2025,1459453
C043149823,3000404088,1/3/2025,3363381
C043149796,3000405607,1/8/2025,1390969
C043149824,3000405906,3/19/2025,3973103
C043149797,3000406075,1/27/2025,1239439
C043149798,3000406233,1/26/2025,3521108
C043149799,3000406271,1/9/2025,907621
C043149841,3000406491,1/23/2025,1141918
C043149826,3000406587,2/7/2025,3036025
C043149827,3000406697,3/4/2025,3695328
C043149828,3000407041,3/25/2025,2070009
C043149842,3000407096,3/5/2025,735812
C043149829,3000407254,3/5/2025,1700726
C043149843,3000407371,3/11/2025,2318861
C043149844,3000407443,2/22/2025,419725
C043149845,3000407498,2/13/2025,1756097
C043149848,3000407546,1/26/2025,3903124
C043149846,3000407728,2/10/2025,3622545
C043149847,3000407780,2/7/2025,2952139
C043149849,3000407838,3/8/2025,809932
C043149830,3000408110,2/6/2025,65912
C043149831,3000408134,1/11/2025,1298538
C043149852,3000408323,2/20/2025,4601793
C043149854,3000408440,2/1/2025,3221962
C043149856,3000408536,1/8/2025,4624683
C043149853,3000408598,3/29/2025,3907770
C043149832,3000408842,1/19/2025,4415509
C043149834,3000408938,2/6/2025,87530
C043149833,3000409069,3/18/2025,2016438
C043149857,3000409131,3/7/2025,219840
C043149836,3000409492,3/12/2025,4181445
C043149835,3000409643,1/10/2025,948563
C043149837,3000409760,3/2/2025,3263229
C043149838,3000409894,3/19/2025,4618912
C043149839,3000410551,3/30/2025,1489099
C043149860,3000410702,1/14/2025,370059
C043149862,3000410915,1/10/2025,1987780
C043149861,3000410977,2/28/2025,1077791
C043149864,3000411118,3/19/2025,2880245
C043149863,3000411352,2/19/2025,3474480
C043149858,3000411503,2/22/2025,404573
C043149865,3000411778,1/15/2025,2791606
C043149866,3000411888,2/17/2025,1462918
C043149859,3000411943,3/16/2025,852416
C043149867,3000412012,2/4/2025,506290
C043149868,3000412074,3/5/2025,1914251
C043149870,3000412146,2/27/2025,4905788
C043149869,3000412263,3/9/2025,3620892
C043149880,3000412414,3/13/2025,1364404
C043149871,3000412517,3/13/2025,3473397
C043149872,3000412720,2/9/2025,549339
C043149873,3000413040,3/20/2025,39187
C043149881,3000413071,1/23/2025,4486679
C043149874,3000413583,3/2/2025,1439069
C043149875,3000413899,2/28/2025,3616910
C043149882,3000414205,1/31/2025,957412
C043149876,3000414274,3/13/2025,4019791
C043149877,3000414308,2/12/2025,2691501
C043149883,3000415116,2/26/2025,1187823
C043149884,3000415264,3/20/2025,3764075
C043149885,3000415329,3/14/2025,3930821
C043149878,3000415721,2/5/2025,2015865
C043149886,3000415776,3/21/2025,410711
C043149887,3000415893,3/13/2025,3822177
C043149888,3000415927,1/8/2025,602735
C043149879,3000417505,1/19/2025,2125087
C043149900,3000418117,1/16/2025,3897613
C043149889,3000418265,2/7/2025,1528799
C043149901,3000418306,1/20/2025,2734882
C043149902,3000418502,3/19/2025,4152998
C043149891,3000418540,3/21/2025,3887632
C043149890,3000418564,3/29/2025,3262422
C043149892,3000418887,3/29/2025,1754038
C043149893,3000419066,3/23/2025,4282795
C043149903,3000419262,2/12/2025,2553619
C043149904,3000419303,1/17/2025,4827999
C043149906,3000419530,3/2/2025,4185919
C043149894,3000419705,1/12/2025,4354227
C043149895,3000419743,3/27/2025,3705023
C043149896,3000419808,1/29/2025,2119264
C043149907,3000419884,1/26/2025,4158360
C043149908,3000420046,1/27/2025,2468598
C043149897,3000420060,2/4/2025,2807956
C043149898,3000420091,2/23/2025,1873772
C043149899,3000420125,2/16/2025,605196
C043149909,3000420424,1/26/2025,4910888
C043149910,3000420448,1/27/2025,48771
C043149920,3000420534,2/9/2025,401488
C043149912,3000420675,3/9/2025,600088
C043149921,3000420699,3/24/2025,1748762
C043149913,3000420840,2/12/2025,1267143
C043149922,3000420864,3/26/2025,524759
C043149914,3000420888,1/13/2025,2054387
C043149923,3000421029,2/24/2025,1799695
C043149924,3000421184,1/1/2025,1036892
C043149925,3000421225,1/20/2025,1079098
C043149915,3000421328,2/14/2025,3290515
C043149916,3000421414,3/21/2025,3101010
C043149917,3000421476,2/25/2025,471297
C043149927,3000421658,3/9/2025,1762009
C043149928,3000421902,3/15/2025,257811
C043149918,3000422071,3/6/2025,1105041
C043149929,3000422129,1/24/2025,252977
C043149930,3000422143,3/23/2025,867751
C043149919,3000422370,1/16/2025,1987022
C043149931,3000422631,1/12/2025,307326
C043149932,3000422734,2/2/2025,4181364
C043149942,3000422875,1/5/2025,1721181
C043149943,3000423119,3/26/2025,2416325
C043149933,3000423274,1/25/2025,4360484
C043149934,3000423432,1/30/2025,1371263
C043149935,3000423463,1/7/2025,28566
C043149944,3000423511,1/3/2025,4963604
C043149936,3000423559,2/11/2025,2376138
C043149946,3000423683,2/10/2025,1587804
C043149947,3000423700,2/8/2025,1010430
C043149939,3000423731,2/27/2025,553326
C043149937,3000423779,2/24/2025,613520
C043149945,3000423793,1/30/2025,1477458
C043149938,3000423834,1/27/2025,2213017
C043149948,3000423906,3/15/2025,4254100
C043149949,3000423920,1/28/2025,551962
C043149950,3000424068,1/30/2025,1794262
C043149951,3000424123,1/7/2025,4456825
C043149960,3000424154,1/18/2025,3073145
C043149962,3000424415,3/22/2025,3410640
C043149963,3000424477,1/1/2025,3330506
C043149952,3000424831,1/27/2025,2207503
C043149954,3000425027,3/28/2025,4757879
C043149955,3000425041,2/1/2025,4260194
C043149956,3000425096,3/7/2025,2213272
C043149957,3000425429,1/30/2025,4586020
C043149964,3000425508,1/14/2025,2148512
C043149965,3000425742,1/1/2025,2983919
C043149958,3000426055,2/11/2025,2260745
C043149966,3000426299,1/22/2025,2434452
C043149959,3000426330,2/18/2025,655859
C043149968,3000426914,2/4/2025,2436868
C043149981,3000427272,3/29/2025,2318839
C043149982,3000427313,1/22/2025,4046235
C043149969,3000427454,1/2/2025,426551
C043149970,3000427492,3/4/2025,1859306
C043149984,3000427526,3/13/2025,3628682
C043149983,3000427605,3/2/2025,1112811
C043149971,3000427629,1/18/2025,4201247
C043149972,3000427856,1/16/2025,1129821
C043149985,3000428073,1/14/2025,4891376
C043149986,3000428145,2/27/2025,1520664
C043149974,3000428293,3/9/2025,4789050
C043149987,3000428444,2/25/2025,1578512
C043149976,3000428509,2/9/2025,1057477
C043149975,3000428554,1/21/2025,3641899
C043149973,3000428671,2/27/2025,2659663
C043149977,3000428808,1/21/2025,3306422
C043149989,3000428846,3/14/2025,481668
C043149978,3000428884,1/24/2025,60795
C043149979,3000428901,3/5/2025,1506891
C043149990,3000428925,3/1/2025,18383
C043150000,3000428949,3/2/2025,2999408
C043149988,3000428956,2/19/2025,3105222
C043150001,3000429276,3/12/2025,925022
C043149992,3000429472,1/7/2025,3620405
C043150002,3000429575,1/24/2025,702945
C043150005,3000429623,1/1/2025,211122
C043149993,3000429647,3/29/2025,4058886
C043149994,3000429692,2/27/2025,2540573
C043150006,3000429719,2/12/2025,3442059
C043150003,3000429764,1/8/2025,1609291
C043149995,3000430029,1/7/2025,4431344
C043149996,3000430050,1/11/2025,967867
C043149997,3000430074,1/20/2025,88220
C043150008,3000430139,2/13/2025,33286
C043149998,3000430373,3/29/2025,3645791
C043149999,3000430452,3/1/2025,3881710
C043150021,3000430531,1/28/2025,1356450
C043150020,3000430627,2/9/2025,89624
C043150010,3000430720,3/3/2025,4540966
C043150011,3000430744,2/3/2025,1559740
C043150024,3000430933,3/27/2025,2178105
C043150023,3000431019,2/2/2025,1264324
C043150026,3000431071,2/11/2025,702122
C043150012,3000431112,1/30/2025,4546451
C043150025,3000431215,2/16/2025,2419159
C043150013,3000431325,1/25/2025,2973248
C043150014,3000431428,1/6/2025,128713
C043150015,3000431442,3/14/2025,3838896
C043150027,3000431514,3/9/2025,4829687
C043150028,3000431703,2/1/2025,1940404
C043150016,3000431741,2/22/2025,419971
C043150017,3000431916,2/18/2025,3279356
C043150018,3000432016,1/25/2025,4624238
C043150029,3000432054,3/2/2025,1548445
C043150032,3000432126,3/15/2025,3957592
C043150019,3000432298,3/6/2025,4806617
C043150031,3000432377,3/29/2025,3864075
C043150033,3000432456,2/21/2025,2878135
C043150036,3000432827,2/6/2025,1796518
C043150037,3000432896,3/18/2025,1489256
C043150035,3000432951,3/8/2025,4492055
C043150038,3000433044,1/9/2025,2337862
C043150042,3000433185,1/23/2025,1967394
C043150039,3000433439,3/7/2025,736001
C043150043,3000433453,1/13/2025,2464768
C043150060,3000433491,1/5/2025,2869152
C043150061,3000433714,2/12/2025,4132715
C043150044,3000433862,1/26/2025,1428533
C043150062,3000433903,2/18/2025,1259638
C043150045,3000434065,2/22/2025,4565106
C043150046,3000434182,3/20/2025,1550292
C043150047,3000434209,2/16/2025,2991914
C043150048,3000434278,3/26/2025,1363349
C043150063,3000434326,2/26/2025,4648256
C043150049,3000434340,3/21/2025,3744880
C043150064,3000434625,1/7/2025,4507116
C043150066,3000434876,1/26/2025,1121159
C043150067,3000434900,1/10/2025,3970204
C043150065,3000434986,1/19/2025,4116505
C043150068,3000435323,1/4/2025,4572164
C043150050,3000435677,3/21/2025,3770615
C043150051,3000435725,1/31/2025,3899657
C043150069,3000435945,3/18/2025,2136868
C043150070,3000436021,2/10/2025,868666
C043150052,3000437743,1/24/2025,4206033
C043150053,3000437932,1/9/2025,4151292
C043150054,3000438032,1/1/2025,51891
C043150055,3000438063,3/22/2025,642349
C043150056,3000438087,3/7/2025,4724952
C043150058,3000438142,2/27/2025,4303424
C043150057,3000438283,1/9/2025,2140127
C043150059,3000438393,2/17/2025,1958684
C043150080,3000438410,3/30/2025,2783964
C043150081,3000438434,3/27/2025,960255
C043150071,3000438489,3/21/2025,4889855
C043150073,3000438829,1/14/2025,633103
C043150083,3000438843,3/21/2025,4874852
C043150084,3000438867,2/16/2025,1919721
C043150074,3000438922,2/22/2025,371333
C043150072,3000438960,3/18/2025,1827516
C043150085,3000439084,1/16/2025,1934316
C043150075,3000439149,1/12/2025,1990825
C043150086,3000439228,2/22/2025,4269104
C043150077,3000439314,3/7/2025,4340216
C043150087,3000439479,3/23/2025,3681874
C043150078,3000439558,3/19/2025,200353
C043150088,3000439747,2/22/2025,3191150
C043150100,3000439864,1/16/2025,1455975
C043150101,3000439888,2/20/2025,1653092
C043150090,3000440222,2/18/2025,3127621
C043150102,3000440318,3/8/2025,1970159
C043150103,3000440332,1/31/2025,806977
C043150092,3000440459,2/15/2025,4817383
C043150093,3000440514,1/6/2025,4393070
C043150094,3000440806,2/11/2025,181678
C043150095,3000440923,1/18/2025,3475033
C043150105,3000441274,3/24/2025,2847641
C043150096,3000441418,1/8/2025,1800160
C043150106,3000441580,2/20/2025,1486789
C043150099,3000441700,1/8/2025,774374
C043150107,3000441724,3/29/2025,2569927
C043150109,3000442020,1/17/2025,2482140
C043150120,3000442123,1/12/2025,4291207
C043150121,3000442226,1/25/2025,1188154
C043150111,3000442484,1/1/2025,501133
C043150122,3000442714,2/12/2025,1349078
C043150112,3000442893,2/26/2025,180449
C043150123,3000443034,2/2/2025,3224169
C043150113,3000443113,3/13/2025,3286664
C043150114,3000443467,3/24/2025,3542640
C043150115,3000443522,1/9/2025,1054541
C043150125,3000443663,3/2/2025,648729
C043150116,3000443766,1/31/2025,20165
C043150126,3000443900,3/29/2025,4880835
C043150127,3000443979,1/4/2025,1527586
C043150128,3000443993,1/15/2025,328125
C043150129,3000444031,2/9/2025,3516857
C043150117,3000444127,3/8/2025,720105
C043150118,3000444141,3/11/2025,1954796
C043150130,3000444361,3/12/2025,2619949
C043150140,3000444402,1/9/2025,3176491
C043150131,3000444457,3/29/2025,2749089
C043150141,3000444471,3/9/2025,4257478
C043150132,3000444529,3/30/2025,2743949
C043150142,3000444543,2/17/2025,512889
C043150143,3000444859,2/3/2025,2160514
C043150135,3000445131,1/12/2025,2178484
C043150144,3000445265,1/31/2025,4202370
C043150145,3000445928,2/19/2025,743238
C043150136,3000446176,3/30/2025,704516
C043150146,3000446190,1/14/2025,3569344
C043150137,3000446255,3/18/2025,1944910
C043150147,3000446279,2/17/2025,4585639
C043150148,3000446420,2/16/2025,4284660
C043150149,3000446475,2/2/2025,3818127
C043150138,3000446695,1/12/2025,4814619
C043150150,3000446781,1/27/2025,867541
C043150139,3000446846,2/24/2025,93187
C043150160,3000446884,2/14/2025,3667694
C043150161,3000446949,1/23/2025,2533467
C043150151,3000447056,2/11/2025,2370977
C043150162,3000447128,2/23/2025,281215
C043150152,3000447197,2/7/2025,4875784
C043150153,3000447362,2/27/2025,2372002
C043150154,3000447472,3/29/2025,3331347
C043150155,3000447719,1/16/2025,2619964
C043150163,3000447922,3/9/2025,2948589
C043150165,3000449854,2/14/2025,3111664
C043150166,3000449919,2/28/2025,2147195
C043150157,3000450119,1/3/2025,4204507
C043150158,3000450229,2/16/2025,2685807
C043150167,3000450315,1/18/2025,3294024
C043150168,3000450494,1/22/2025,726031
C043150159,3000450573,2/12/2025,3351317
C043150171,3000450652,2/11/2025,1338500
C043150180,3000450724,3/1/2025,1750764
C043150170,3000450865,1/6/2025,3466699
C043150173,3000451116,3/26/2025,357660
C043150182,3000451147,3/21/2025,4925235
C043150172,3000451192,1/18/2025,1379291
C043150183,3000451408,1/21/2025,2999696
C043150174,3000451628,1/25/2025,4850711
C043150175,3000451673,1/6/2025,1150422
C043150184,3000451721,2/4/2025,1657863
C043150185,3000451745,1/28/2025,2909043
C043150186,3000451862,3/11/2025,3430040
C043150188,3000452137,1/18/2025,3731752
C043150176,3000452168,2/23/2025,1193506
C043150177,3000452199,2/11/2025,3360354
C043150189,3000452436,3/24/2025,634823
C043150191,3000452467,3/22/2025,3646388
C043150192,3000452481,3/17/2025,4318806
C043150193,3000452663,2/20/2025,427524
C043150194,3000452876,3/21/2025,1598293
C043150196,3000453134,3/13/2025,1065123
C043150199,3000453433,1/18/2025,3437950
C043150220,3000453536,3/10/2025,3317443
C043150201,3000453660,3/4/2025,1850945
C043150202,3000453725,1/19/2025,2684580
C043150203,3000453866,3/13/2025,4882244
C043150204,3000453897,3/24/2025,1062171
C043150222,3000453921,1/30/2025,927161
C043150221,3000454038,2/20/2025,3999969
C043150205,3000454162,3/24/2025,2418932
C043150206,3000454227,3/17/2025,1414697
C043150207,3000454344,2/17/2025,3130115
C043150223,3000454382,1/13/2025,482678
C043150227,3000454595,3/19/2025,3403265
C043150228,3000454667,2/8/2025,1776286
C043150229,3000454681,1/26/2025,1220137
C043150208,3000455114,2/10/2025,4596534
C043150232,3000455152,2/1/2025,1674390
C043150233,3000455248,3/1/2025,60452
C043150210,3000455444,1/14/2025,2183575
C043150234,3000455475,2/20/2025,1528918
C043150235,3000455516,3/13/2025,2894915
C043150211,3000455585,3/10/2025,1433138
C043150213,3000455736,2/20/2025,2598825
C043150240,3000456087,1/12/2025,4575942
C043150214,3000456238,2/9/2025,3643513
C043150241,3000456290,1/18/2025,1225957
C043150215,3000456386,1/29/2025,4612017
C043150243,3000456427,3/3/2025,1065045
C043150216,3000456441,3/14/2025,1007176
C043150245,3000456740,3/25/2025,2336668
C043150246,3000456812,3/2/2025,4048092
C043150247,3000457015,2/15/2025,4422601
C043150248,3000457118,2/27/2025,1552211
C043150249,3000457228,3/3/2025,519412
C043150250,3000457321,3/27/2025,1716921
C043150217,3000457345,2/15/2025,3002106
C043150219,3000457493,3/29/2025,3919932
C043150218,3000457589,3/6/2025,3909916
C043150252,3000457682,1/12/2025,4135144
C043150262,3000458287,2/13/2025,3180208
C043150255,3000458304,1/17/2025,476896
C043150263,3000458342,1/5/2025,1779268
C043150265,3000458452,1/13/2025,4534152
C043150266,3000458517,2/23/2025,3138052
C043150264,3000458562,1/31/2025,3524190
C043150257,3000458689,1/27/2025,2113376
C043150258,3000458706,3/21/2025,2563469
C043150280,3000459019,1/4/2025,2507245
C043150267,3000459057,1/7/2025,3018215
C043150268,3000459301,3/6/2025,1978480
C043150281,3000459332,1/3/2025,839760
C043150282,3000459356,3/18/2025,1464427
C043150269,3000460068,1/13/2025,4170126
C043150270,3000461254,2/16/2025,556514
C038340832,952866490,3/3/2025,3227839
C038341109,952879106,1/19/2025,4610810
C036148837,952881004,3/12/2025,1168454
C036481044,952881035,2/18/2025,434228
C031617975,952926268,2/20/2025,1207293
C036488152,952927155,3/25/2025,4883079
C035151506,952959150,2/4/2025,1183806
C035152276,952965874,3/7/2025,1787552
C031642698,952966761,2/13/2025,4591496
C043145495,952975644,3/5/2025,3410989
C037914809,953056173,1/20/2025,2605940
C037153561,953071770,3/24/2025,4289431
C036487329,952938829,2/13/2025,263941
C035301751,952944275,2/24/2025,2010472
C038815246,952945423,1/23/2025,1190708
